,HOME_TEAM,AWAY_TEAM,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,RESULT,DATE
981,Miami Heat,Cleveland Cavaliers,0.477,0.453,0.356,0.692,46.7,24.3,15.3,7.6,5.7,-0.2,107.2,107.6,0.545,0.242,0.441,0.36,0.789,43.7,21.5,14.0,6.7,2.6,-10.0,106.2,116.3,0.538,1,03/08/2019
982,Charlotte Hornets,Washington Wizards,0.462,0.449,0.351,0.792,44.1,23.1,12.7,7.1,5.2,-0.6,110.2,111.1,0.554,0.415,0.47,0.344,0.766,40.0,25.7,13.7,8.3,4.6,-2.5,110.1,112.5,0.569,1,03/08/2019
983,Memphis Grizzlies,Utah Jazz,0.403,0.451,0.338,0.768,42.1,24.3,14.6,8.6,5.9,-2.3,104.4,106.4,0.545,0.569,0.462,0.349,0.732,45.3,25.0,15.1,8.1,5.8,3.3,108.9,105.8,0.566,1,03/08/2019
984,New Orleans Pelicans,Toronto Raptors,0.441,0.477,0.347,0.764,45.4,25.9,14.1,7.3,5.3,0.4,111.5,111.2,0.567,0.712,0.469,0.35,0.805,44.4,24.4,13.6,8.2,5.2,5.2,112.2,107.3,0.571,0,03/08/2019
985,Los Angeles Lakers,Boston Celtics,0.455,0.474,0.333,0.69,44.4,24.3,15.0,6.9,5.1,-1.9,107.5,109.2,0.556,0.612,0.465,0.365,0.811,44.3,26.1,13.0,8.7,5.4,5.6,111.2,105.7,0.568,0,03/09/2019
986,New York Knicks,Sacramento Kings,0.197,0.432,0.34,0.758,44.4,19.7,13.6,7.1,4.8,-8.3,104.6,112.6,0.527,0.508,0.462,0.375,0.722,43.3,24.3,13.2,8.0,4.5,-1.0,108.5,109.6,0.552,0,03/09/2019
987,Portland Trail Blazers,Phoenix Suns,0.606,0.465,0.358,0.818,47.2,22.5,13.9,6.7,5.0,3.3,112.7,109.4,0.568,0.224,0.457,0.328,0.782,39.4,23.5,15.3,8.9,5.0,-9.0,104.8,113.6,0.55,1,03/09/2019
988,Milwaukee Bucks,Charlotte Hornets,0.758,0.477,0.352,0.773,47.7,25.1,13.5,7.3,5.9,9.0,113.5,104.5,0.583,0.455,0.45,0.352,0.792,43.9,23.1,12.7,7.1,5.1,-0.8,110.2,111.3,0.554,1,03/09/2019
989,Atlanta Hawks,Brooklyn Nets,0.328,0.451,0.351,0.753,43.5,24.2,16.9,7.8,4.8,-6.3,106.6,112.7,0.555,0.515,0.451,0.353,0.746,44.8,23.3,14.7,6.3,4.1,-0.3,109.1,109.4,0.558,0,03/09/2019
990,Minnesota Timberwolves,Washington Wizards,0.47,0.456,0.352,0.789,44.5,24.1,12.9,8.2,5.1,-0.2,111.1,111.5,0.552,0.409,0.47,0.344,0.766,40.0,25.7,13.8,8.2,4.6,-2.6,110.1,112.6,0.57,1,03/09/2019
991,Philadelphia 76ers,Indiana Pacers,0.627,0.471,0.358,0.775,45.6,26.2,15.0,7.5,5.2,3.1,111.1,108.0,0.576,0.627,0.477,0.376,0.754,43.6,26.3,14.0,8.9,5.2,4.3,109.6,105.2,0.563,1,03/10/2019
992,Golden State Warriors,Phoenix Suns,0.682,0.488,0.378,0.805,44.9,28.4,13.8,7.4,6.3,5.7,115.0,109.3,0.594,0.235,0.457,0.329,0.782,39.5,23.5,15.3,9.0,4.9,-8.8,104.9,113.4,0.55,0,03/10/2019
993,San Antonio Spurs,Milwaukee Bucks,0.567,0.478,0.399,0.82,44.6,24.4,12.3,6.1,4.6,1.0,112.1,111.2,0.572,0.746,0.477,0.352,0.772,47.6,25.1,13.5,7.2,5.8,8.8,113.5,104.7,0.583,1,03/10/2019
994,Miami Heat,Toronto Raptors,0.47,0.453,0.355,0.69,46.6,24.4,15.3,7.7,5.6,-0.5,107.1,107.8,0.545,0.716,0.47,0.353,0.804,44.4,24.6,13.7,8.2,5.2,5.5,112.4,107.2,0.573,0,03/10/2019
995,Detroit Pistons,Chicago Bulls,0.523,0.445,0.351,0.74,45.4,22.8,14.3,6.9,3.9,0.3,108.5,108.2,0.547,0.279,0.454,0.353,0.787,42.2,22.0,14.3,7.5,4.5,-7.7,104.5,112.0,0.544,1,03/10/2019
996,Atlanta Hawks,New Orleans Pelicans,0.338,0.451,0.352,0.753,43.6,24.3,16.8,7.7,4.8,-6.1,106.9,112.7,0.556,0.435,0.476,0.348,0.765,45.4,26.0,14.0,7.3,5.4,0.2,111.6,111.4,0.567,1,03/10/2019
997,Dallas Mavericks,Houston Rockets,0.409,0.445,0.341,0.74,45.1,22.7,14.9,6.9,4.3,-1.7,107.7,109.7,0.554,0.621,0.447,0.348,0.786,42.0,21.1,13.9,8.6,5.2,2.7,114.2,111.4,0.577,0,03/10/2019
998,Minnesota Timberwolves,New York Knicks,0.478,0.456,0.351,0.789,44.5,24.1,12.9,8.3,5.1,0.0,111.0,111.2,0.552,0.194,0.432,0.34,0.757,44.4,19.7,13.7,7.1,4.9,-8.3,104.5,112.5,0.527,1,03/10/2019
999,Memphis Grizzlies,Orlando Magic,0.412,0.45,0.337,0.77,42.1,24.2,14.5,8.6,5.9,-2.2,104.4,106.2,0.545,0.456,0.451,0.354,0.78,45.2,25.2,13.6,6.5,5.6,-1.0,106.8,107.8,0.546,1,03/10/2019
1000,Brooklyn Nets,Detroit Pistons,0.522,0.451,0.353,0.745,44.9,23.3,14.8,6.3,4.1,0.1,109.0,108.9,0.558,0.515,0.442,0.349,0.741,45.5,22.7,14.3,6.9,3.9,-0.1,108.0,108.2,0.544,1,03/11/2019
1001,LA Clippers,Boston Celtics,0.574,0.47,0.384,0.792,44.2,22.7,14.2,6.4,4.6,1.1,111.1,109.8,0.573,0.603,0.465,0.365,0.81,44.1,26.1,12.9,8.7,5.4,5.2,111.2,106.2,0.568,1,03/11/2019
1002,Houston Rockets,Charlotte Hornets,0.627,0.446,0.349,0.788,42.2,21.2,13.9,8.6,5.2,2.8,114.3,111.3,0.577,0.448,0.449,0.352,0.794,43.9,23.1,12.7,7.1,5.1,-1.0,110.2,111.4,0.554,1,03/11/2019
1003,Cleveland Cavaliers,Toronto Raptors,0.254,0.441,0.361,0.792,43.7,21.6,14.0,6.8,2.5,-9.4,106.4,116.0,0.539,0.706,0.47,0.352,0.802,44.4,24.5,13.8,8.2,5.2,5.0,112.1,107.4,0.573,1,03/11/2019
1004,Utah Jazz,Oklahoma City Thunder,0.561,0.46,0.348,0.732,45.4,24.9,15.1,8.2,5.8,3.1,108.6,105.7,0.564,0.612,0.457,0.345,0.714,45.9,22.0,13.4,9.3,5.0,3.9,109.8,105.8,0.548,0,03/11/2019
1005,Washington Wizards,Sacramento Kings,0.418,0.47,0.345,0.767,40.1,25.7,13.8,8.3,4.5,-2.5,110.1,112.5,0.57,0.5,0.462,0.375,0.722,43.3,24.3,13.2,8.0,4.4,-1.1,108.4,109.6,0.552,1,03/11/2019
1006,Philadelphia 76ers,Cleveland Cavaliers,0.632,0.471,0.358,0.775,45.8,26.2,15.1,7.4,5.2,3.2,111.0,107.9,0.576,0.25,0.44,0.361,0.791,43.6,21.5,13.9,6.8,2.5,-9.4,106.3,115.8,0.538,1,03/12/2019
1007,Chicago Bulls,Los Angeles Lakers,0.275,0.454,0.354,0.789,42.3,22.0,14.3,7.4,4.4,-7.8,104.5,112.1,0.544,0.463,0.475,0.334,0.691,44.4,24.3,14.9,7.0,5.1,-1.7,107.7,109.2,0.558,0,03/12/2019
1008,LA Clippers,Portland Trail Blazers,0.565,0.469,0.386,0.791,44.3,22.7,14.2,6.4,4.6,0.8,111.0,110.1,0.572,0.612,0.465,0.359,0.817,47.3,22.5,13.9,6.7,5.0,3.5,112.9,109.4,0.568,0,03/12/2019
1009,Indiana Pacers,New York Knicks,0.632,0.476,0.374,0.754,43.6,26.3,13.9,9.0,5.2,4.3,109.5,105.2,0.563,0.191,0.432,0.342,0.757,44.5,19.7,13.8,7.1,4.9,-8.3,104.5,112.4,0.527,1,03/12/2019
1010,Dallas Mavericks,San Antonio Spurs,0.403,0.446,0.341,0.737,45.0,22.7,14.9,6.8,4.3,-1.8,107.8,109.8,0.554,0.574,0.478,0.399,0.822,44.6,24.4,12.3,6.2,4.6,1.1,112.2,111.2,0.573,0,03/12/2019
1011,Denver Nuggets,Minnesota Timberwolves,0.667,0.469,0.358,0.756,47.1,28.0,13.8,7.9,4.5,5.1,113.2,108.1,0.562,0.471,0.456,0.351,0.79,44.4,24.1,12.9,8.3,5.1,-0.4,111.0,111.6,0.552,1,03/12/2019
1012,New Orleans Pelicans,Milwaukee Bucks,0.429,0.476,0.345,0.764,45.3,25.9,14.0,7.2,5.3,0.0,111.4,111.4,0.565,0.75,0.477,0.351,0.774,47.6,25.1,13.5,7.2,5.8,8.9,113.5,104.6,0.583,0,03/12/2019
1013,Phoenix Suns,Utah Jazz,0.232,0.457,0.33,0.782,39.5,23.4,15.3,8.9,4.9,-8.9,104.8,113.5,0.55,0.567,0.46,0.348,0.732,45.5,25.0,15.0,8.2,5.8,3.3,108.7,105.6,0.564,0,03/13/2019
1014,Houston Rockets,Golden State Warriors,0.618,0.447,0.348,0.789,42.1,21.2,13.9,8.6,5.2,2.8,114.2,111.4,0.577,0.687,0.488,0.378,0.807,45.0,28.4,13.8,7.4,6.3,5.7,115.0,109.4,0.594,0,03/13/2019
1015,Miami Heat,Detroit Pistons,0.478,0.453,0.355,0.692,46.7,24.4,15.2,7.7,5.6,0.0,107.3,107.5,0.545,0.507,0.441,0.347,0.74,45.4,22.7,14.4,6.9,3.9,-0.6,107.6,108.3,0.543,1,03/13/2019
1016,Atlanta Hawks,Memphis Grizzlies,0.348,0.452,0.353,0.754,43.7,24.4,16.8,7.8,4.9,-5.7,107.2,112.6,0.557,0.406,0.45,0.338,0.771,42.0,24.3,14.5,8.6,5.9,-2.4,104.5,106.6,0.546,1,03/13/2019
1017,Washington Wizards,Orlando Magic,0.426,0.47,0.344,0.766,40.2,25.7,13.7,8.2,4.5,-2.3,110.1,112.3,0.57,0.449,0.45,0.354,0.781,45.3,25.2,13.6,6.5,5.6,-1.1,106.6,107.8,0.545,1,03/13/2019
1018,Oklahoma City Thunder,Brooklyn Nets,0.618,0.457,0.346,0.715,46.0,22.0,13.4,9.3,5.0,4.0,109.8,105.6,0.547,0.514,0.451,0.353,0.744,44.9,23.2,14.8,6.4,4.1,-0.1,108.8,108.9,0.558,1,03/13/2019
1019,Boston Celtics,Sacramento Kings,0.609,0.466,0.365,0.808,44.1,26.1,12.9,8.7,5.3,5.2,111.3,106.2,0.569,0.493,0.463,0.374,0.72,43.3,24.4,13.1,8.0,4.4,-1.2,108.4,109.7,0.552,1,03/14/2019
1020,Orlando Magic,Cleveland Cavaliers,0.457,0.45,0.355,0.781,45.4,25.3,13.5,6.5,5.6,-0.7,106.9,107.6,0.546,0.246,0.44,0.359,0.793,43.6,21.4,14.0,6.7,2.6,-9.7,106.1,115.9,0.537,1,03/14/2019
1021,Utah Jazz,Minnesota Timberwolves,0.574,0.461,0.348,0.731,45.5,25.1,15.0,8.1,5.8,3.5,108.9,105.6,0.565,0.464,0.456,0.349,0.79,44.3,24.1,12.9,8.3,5.1,-0.7,110.9,111.8,0.551,1,03/14/2019
1022,Indiana Pacers,Oklahoma City Thunder,0.638,0.476,0.374,0.756,43.6,26.3,14.0,9.0,5.1,4.3,109.5,105.2,0.563,0.609,0.457,0.348,0.716,45.9,22.0,13.5,9.3,5.0,3.9,109.7,105.6,0.547,1,03/14/2019
1023,Denver Nuggets,Dallas Mavericks,0.672,0.469,0.357,0.757,47.1,28.0,13.7,7.9,4.6,5.0,113.1,108.1,0.562,0.397,0.445,0.341,0.738,45.0,22.7,14.9,6.9,4.3,-1.8,107.8,109.8,0.554,1,03/14/2019
1024,Toronto Raptors,Los Angeles Lakers,0.71,0.469,0.353,0.801,44.4,24.4,13.8,8.3,5.2,5.1,112.0,107.2,0.573,0.456,0.475,0.332,0.69,44.4,24.2,15.0,7.0,5.1,-1.8,107.5,109.1,0.557,1,03/14/2019
1025,Philadelphia 76ers,Sacramento Kings,0.638,0.472,0.357,0.777,45.9,26.2,15.0,7.4,5.2,3.2,111.1,107.9,0.576,0.485,0.463,0.373,0.721,43.2,24.3,13.1,8.0,4.3,-1.3,108.5,109.8,0.552,1,03/15/2019
1026,San Antonio Spurs,New York Knicks,0.58,0.479,0.398,0.822,44.6,24.6,12.3,6.2,4.6,1.5,112.2,110.8,0.573,0.188,0.431,0.343,0.756,44.4,19.8,13.8,7.1,4.9,-8.5,104.2,112.4,0.526,1,03/15/2019
1027,LA Clippers,Chicago Bulls,0.571,0.469,0.387,0.792,44.3,22.7,14.1,6.4,4.6,0.9,111.2,110.2,0.572,0.271,0.455,0.356,0.789,42.3,22.0,14.3,7.4,4.4,-7.8,104.7,112.3,0.546,1,03/15/2019
1028,Houston Rockets,Phoenix Suns,0.623,0.447,0.347,0.788,42.0,21.1,13.8,8.7,5.2,2.8,114.1,111.2,0.577,0.229,0.456,0.329,0.781,39.6,23.4,15.4,8.9,4.9,-8.8,104.7,113.3,0.549,1,03/15/2019
1029,Miami Heat,Milwaukee Bucks,0.471,0.452,0.355,0.69,46.7,24.3,15.2,7.7,5.6,-0.2,107.1,107.5,0.544,0.754,0.477,0.351,0.773,47.6,25.1,13.5,7.2,5.8,9.0,113.5,104.5,0.583,0,03/15/2019
1030,Detroit Pistons,Los Angeles Lakers,0.515,0.441,0.348,0.738,45.5,22.7,14.4,6.9,3.9,-0.4,107.7,108.2,0.543,0.449,0.474,0.331,0.691,44.4,24.2,15.0,7.1,5.1,-2.0,107.3,109.1,0.556,1,03/15/2019
1031,Washington Wizards,Charlotte Hornets,0.42,0.47,0.345,0.766,40.3,25.7,13.8,8.2,4.5,-2.3,110.1,112.3,0.57,0.456,0.449,0.354,0.794,43.9,23.0,12.7,7.1,5.1,-0.9,110.3,111.4,0.554,0,03/15/2019
1032,New Orleans Pelicans,Portland Trail Blazers,0.423,0.476,0.344,0.76,45.3,26.0,13.9,7.2,5.3,-0.2,111.3,111.5,0.565,0.618,0.465,0.359,0.817,47.3,22.6,13.9,6.7,5.0,3.6,113.0,109.3,0.568,0,03/15/2019
1033,San Antonio Spurs,Portland Trail Blazers,0.586,0.479,0.399,0.823,44.6,24.4,12.2,6.2,4.7,1.5,112.1,110.7,0.573,0.609,0.464,0.358,0.817,47.4,22.6,13.8,6.7,5.0,3.5,112.9,109.3,0.566,1,03/16/2019
1034,Boston Celtics,Atlanta Hawks,0.614,0.466,0.365,0.807,44.1,26.2,12.9,8.7,5.4,5.2,111.4,106.3,0.569,0.343,0.452,0.353,0.754,43.8,24.4,16.8,7.8,4.9,-5.7,107.3,112.8,0.556,1,03/16/2019
1035,Utah Jazz,Brooklyn Nets,0.58,0.46,0.348,0.731,45.8,25.1,15.0,8.1,5.8,3.7,108.9,105.4,0.564,0.507,0.449,0.353,0.746,44.8,23.2,14.7,6.4,4.1,-0.3,108.6,108.9,0.556,1,03/16/2019
1036,Dallas Mavericks,Cleveland Cavaliers,0.406,0.446,0.342,0.738,45.0,22.9,14.7,6.8,4.3,-1.7,108.1,110.0,0.555,0.243,0.44,0.359,0.795,43.5,21.4,13.9,6.7,2.5,-9.6,106.3,116.2,0.538,1,03/16/2019
1037,Denver Nuggets,Indiana Pacers,0.676,0.469,0.356,0.755,47.0,28.0,13.7,7.8,4.6,5.0,113.1,108.1,0.562,0.629,0.476,0.372,0.754,43.6,26.2,13.9,9.0,5.1,4.2,109.5,105.2,0.562,1,03/16/2019
1038,Washington Wizards,Memphis Grizzlies,0.429,0.471,0.347,0.768,40.3,25.7,13.8,8.2,4.5,-2.2,110.3,112.4,0.571,0.4,0.451,0.338,0.771,41.9,24.4,14.5,8.5,5.8,-2.5,104.7,106.9,0.547,1,03/16/2019
1039,Oklahoma City Thunder,Golden State Warriors,0.6,0.455,0.347,0.714,46.0,22.0,13.5,9.2,5.0,3.5,109.3,105.7,0.545,0.691,0.488,0.378,0.806,45.1,28.4,13.8,7.4,6.3,5.9,114.9,109.0,0.594,0,03/16/2019
1040,New Orleans Pelicans,Phoenix Suns,0.417,0.475,0.346,0.757,45.3,26.0,14.0,7.2,5.3,-0.2,111.3,111.6,0.565,0.239,0.457,0.329,0.781,39.6,23.4,15.4,8.9,4.9,-8.7,104.8,113.3,0.55,0,03/16/2019
1041,New York Knicks,Los Angeles Lakers,0.2,0.433,0.344,0.757,44.4,19.8,13.9,7.0,4.9,-8.4,104.5,112.6,0.528,0.443,0.474,0.33,0.692,44.3,24.3,14.9,7.1,5.1,-2.0,107.5,109.3,0.556,1,03/17/2019
1042,LA Clippers,Brooklyn Nets,0.577,0.468,0.387,0.792,44.4,22.8,14.1,6.5,4.6,0.9,111.3,110.2,0.571,0.5,0.449,0.353,0.746,44.9,23.2,14.6,6.4,4.2,-0.4,108.6,109.0,0.556,1,03/17/2019
1043,Orlando Magic,Atlanta Hawks,0.465,0.45,0.354,0.781,45.5,25.2,13.5,6.6,5.5,-0.5,106.7,107.2,0.545,0.338,0.451,0.351,0.754,43.8,24.4,16.8,7.8,4.9,-5.8,107.0,112.5,0.555,1,03/17/2019
1044,Houston Rockets,Minnesota Timberwolves,0.629,0.447,0.348,0.788,42.1,21.2,13.8,8.7,5.1,3.0,114.1,111.1,0.577,0.457,0.456,0.349,0.789,44.4,24.1,12.9,8.3,5.1,-0.9,110.8,111.9,0.551,1,03/17/2019
1045,Miami Heat,Charlotte Hornets,0.478,0.451,0.356,0.689,46.8,24.4,15.2,7.7,5.6,0.0,107.0,107.2,0.543,0.449,0.448,0.351,0.795,43.9,22.9,12.7,7.1,5.1,-1.2,109.9,111.3,0.552,1,03/17/2019
1046,Detroit Pistons,Toronto Raptors,0.522,0.441,0.348,0.741,45.5,22.8,14.3,6.9,3.9,-0.3,107.9,108.3,0.544,0.7,0.469,0.355,0.801,44.4,24.4,13.8,8.2,5.2,5.0,112.1,107.3,0.573,1,03/17/2019
1047,Milwaukee Bucks,Philadelphia 76ers,0.743,0.477,0.351,0.774,47.6,25.1,13.4,7.2,5.8,8.8,113.5,104.7,0.583,0.643,0.472,0.359,0.775,45.9,26.2,15.0,7.4,5.2,3.3,111.3,108.1,0.576,0,03/17/2019
1048,Sacramento Kings,Chicago Bulls,0.493,0.464,0.373,0.722,43.3,24.4,13.1,8.0,4.4,-0.9,108.7,109.7,0.553,0.268,0.455,0.356,0.787,42.2,22.0,14.4,7.3,4.4,-8.1,104.6,112.6,0.545,1,03/17/2019
1049,San Antonio Spurs,Golden State Warriors,0.592,0.479,0.398,0.823,44.6,24.4,12.2,6.2,4.7,1.6,112.1,110.7,0.573,0.681,0.487,0.378,0.806,45.1,28.4,13.8,7.4,6.3,5.7,114.8,109.1,0.593,1,03/18/2019
1050,Phoenix Suns,Chicago Bulls,0.236,0.457,0.328,0.778,39.6,23.5,15.4,8.9,4.9,-8.8,104.8,113.3,0.55,0.278,0.455,0.356,0.788,42.3,22.0,14.4,7.4,4.4,-7.7,104.8,112.4,0.546,0,03/18/2019
1051,Boston Celtics,Denver Nuggets,0.606,0.465,0.364,0.806,44.0,26.1,12.9,8.8,5.4,5.0,111.3,106.4,0.568,0.681,0.469,0.356,0.756,47.1,28.0,13.8,7.8,4.6,5.1,113.1,108.0,0.563,0,03/18/2019
1052,Cleveland Cavaliers,Detroit Pistons,0.254,0.442,0.361,0.796,43.5,21.4,13.8,6.7,2.5,-9.4,106.7,116.3,0.54,0.514,0.441,0.349,0.741,45.6,22.8,14.3,6.9,3.9,-0.4,108.1,108.6,0.544,1,03/18/2019
1053,Portland Trail Blazers,Indiana Pacers,0.614,0.464,0.358,0.818,47.3,22.6,13.9,6.7,5.1,3.6,112.8,109.2,0.567,0.62,0.475,0.373,0.755,43.5,26.2,13.9,9.0,5.1,4.1,109.4,105.3,0.562,1,03/18/2019
1054,Dallas Mavericks,New Orleans Pelicans,0.4,0.446,0.341,0.74,44.9,22.9,14.7,6.8,4.3,-1.7,108.1,110.0,0.555,0.425,0.475,0.346,0.759,45.4,26.1,14.0,7.2,5.3,-0.1,111.3,111.5,0.565,0,03/18/2019
1055,Washington Wizards,Utah Jazz,0.423,0.47,0.346,0.769,40.2,25.6,13.8,8.2,4.5,-2.5,110.1,112.5,0.571,0.586,0.461,0.349,0.731,45.7,25.2,15.0,8.1,5.9,3.9,109.0,105.3,0.565,0,03/18/2019
1056,Toronto Raptors,New York Knicks,0.704,0.47,0.356,0.798,44.4,24.6,13.8,8.1,5.2,5.4,112.2,107.1,0.574,0.197,0.432,0.342,0.76,44.3,19.8,13.9,7.0,4.9,-8.8,104.3,112.7,0.527,1,03/18/2019
1057,Oklahoma City Thunder,Miami Heat,0.592,0.455,0.346,0.715,46.0,21.9,13.6,9.2,5.0,3.4,109.3,105.8,0.545,0.486,0.452,0.355,0.692,46.8,24.4,15.1,7.7,5.6,0.2,107.1,107.2,0.543,0,03/18/2019
1058,LA Clippers,Indiana Pacers,0.583,0.468,0.385,0.791,44.3,22.8,14.1,6.6,4.6,1.0,111.2,110.0,0.571,0.611,0.475,0.372,0.755,43.5,26.3,14.0,9.0,5.1,3.9,109.3,105.4,0.562,1,03/19/2019
1059,Milwaukee Bucks,Los Angeles Lakers,0.746,0.477,0.35,0.772,47.6,25.1,13.5,7.2,5.8,8.8,113.4,104.6,0.583,0.437,0.473,0.331,0.694,44.2,24.2,15.0,7.1,5.1,-2.1,107.3,109.3,0.556,1,03/19/2019
1060,Atlanta Hawks,Houston Rockets,0.333,0.452,0.352,0.754,43.8,24.4,16.8,7.8,4.8,-5.9,107.0,112.6,0.556,0.634,0.448,0.349,0.787,42.0,21.3,13.8,8.7,5.1,3.2,114.2,111.0,0.578,0,03/19/2019
1061,Sacramento Kings,Brooklyn Nets,0.486,0.464,0.373,0.722,43.3,24.4,13.2,8.1,4.3,-0.9,108.8,109.8,0.553,0.507,0.449,0.353,0.746,44.8,23.2,14.7,6.5,4.2,-0.3,108.7,109.0,0.556,0,03/19/2019
1062,Minnesota Timberwolves,Golden State Warriors,0.451,0.455,0.347,0.789,44.5,24.1,12.9,8.2,5.0,-1.0,110.8,112.0,0.55,0.686,0.487,0.379,0.805,45.1,28.5,13.8,7.4,6.3,5.8,114.8,109.0,0.594,0,03/19/2019
1063,Charlotte Hornets,Philadelphia 76ers,0.443,0.447,0.35,0.794,44.0,22.8,12.6,7.0,5.1,-1.2,109.9,111.4,0.552,0.648,0.472,0.359,0.775,45.9,26.2,14.9,7.4,5.1,3.3,111.4,108.1,0.576,0,03/19/2019
1064,Philadelphia 76ers,Boston Celtics,0.653,0.471,0.358,0.778,46.0,26.2,14.8,7.3,5.1,3.3,111.5,108.2,0.576,0.597,0.465,0.364,0.806,44.1,26.1,12.9,8.7,5.3,4.9,111.4,106.6,0.568,1,03/20/2019
1065,San Antonio Spurs,Miami Heat,0.583,0.478,0.399,0.822,44.6,24.5,12.1,6.1,4.7,1.5,112.1,110.8,0.573,0.493,0.452,0.357,0.693,46.8,24.4,15.0,7.7,5.6,0.2,107.2,107.2,0.544,0,03/20/2019
1066,Chicago Bulls,Washington Wizards,0.288,0.456,0.358,0.788,42.3,22.0,14.4,7.4,4.4,-7.5,104.9,112.4,0.546,0.417,0.47,0.346,0.77,40.3,25.5,13.8,8.2,4.5,-2.5,110.1,112.5,0.571,1,03/20/2019
1067,New York Knicks,Utah Jazz,0.194,0.433,0.344,0.758,44.2,19.8,13.9,7.0,4.9,-9.0,104.4,113.1,0.528,0.592,0.463,0.351,0.733,45.6,25.4,15.0,8.1,5.8,4.2,109.4,105.4,0.567,0,03/20/2019
1068,Orlando Magic,New Orleans Pelicans,0.472,0.45,0.354,0.782,45.7,25.3,13.5,6.6,5.6,-0.2,106.8,107.0,0.545,0.419,0.474,0.345,0.759,45.4,26.0,14.0,7.2,5.3,-0.4,111.0,111.6,0.563,1,03/20/2019
1069,Cleveland Cavaliers,Milwaukee Bucks,0.264,0.442,0.36,0.796,43.6,21.4,13.8,6.6,2.6,-9.2,106.8,116.1,0.54,0.736,0.475,0.351,0.772,47.6,25.1,13.4,7.2,5.8,8.6,113.3,104.6,0.582,1,03/20/2019
1070,Portland Trail Blazers,Dallas Mavericks,0.62,0.465,0.36,0.818,47.3,22.6,13.9,6.7,5.0,3.6,112.9,109.3,0.567,0.394,0.447,0.341,0.742,44.8,22.8,14.7,6.8,4.3,-1.8,108.2,110.2,0.555,1,03/20/2019
1071,Memphis Grizzlies,Houston Rockets,0.408,0.452,0.338,0.772,42.0,24.4,14.5,8.5,5.7,-2.5,105.0,107.1,0.548,0.625,0.448,0.35,0.789,41.9,21.3,13.8,8.7,5.1,3.1,114.3,111.1,0.578,1,03/20/2019
1072,Oklahoma City Thunder,Toronto Raptors,0.583,0.454,0.345,0.712,46.0,21.9,13.6,9.1,5.0,3.2,109.2,105.8,0.545,0.708,0.471,0.357,0.8,44.5,24.6,13.8,8.2,5.2,5.5,112.2,107.0,0.575,0,03/20/2019
1073,Golden State Warriors,Indiana Pacers,0.69,0.487,0.379,0.804,45.1,28.5,13.8,7.4,6.3,6.0,114.8,108.7,0.593,0.603,0.474,0.371,0.755,43.6,26.1,14.0,9.0,5.0,3.5,109.0,105.4,0.561,1,03/21/2019
1074,Phoenix Suns,Detroit Pistons,0.233,0.458,0.327,0.778,39.5,23.5,15.4,8.8,4.9,-8.9,104.8,113.5,0.55,0.521,0.441,0.35,0.741,45.6,22.8,14.3,6.9,4.0,-0.1,108.3,108.5,0.544,0,03/21/2019
1075,Atlanta Hawks,Utah Jazz,0.342,0.452,0.354,0.754,43.8,24.4,16.8,7.8,4.8,-5.8,107.0,112.6,0.556,0.583,0.463,0.35,0.732,45.6,25.4,14.9,8.1,5.8,4.1,109.4,105.5,0.567,1,03/21/2019
1076,Sacramento Kings,Dallas Mavericks,0.493,0.464,0.373,0.722,43.5,24.4,13.1,8.1,4.4,-0.7,108.9,109.7,0.554,0.389,0.446,0.341,0.741,44.7,22.8,14.6,6.8,4.3,-2.0,108.1,110.3,0.554,1,03/21/2019
1077,Charlotte Hornets,Minnesota Timberwolves,0.451,0.447,0.349,0.793,44.1,22.8,12.6,7.0,5.1,-1.1,109.9,111.3,0.552,0.444,0.455,0.347,0.786,44.6,24.1,12.9,8.2,5.0,-1.1,110.6,111.9,0.55,1,03/21/2019
1078,Washington Wizards,Denver Nuggets,0.411,0.471,0.346,0.772,40.3,25.6,13.8,8.2,4.5,-2.5,110.2,112.6,0.571,0.686,0.47,0.358,0.755,47.0,28.1,13.7,7.8,4.6,5.1,113.2,108.1,0.563,0,03/21/2019
1079,Los Angeles Lakers,Brooklyn Nets,0.431,0.471,0.33,0.695,44.3,24.1,15.0,7.1,5.1,-2.2,107.2,109.2,0.555,0.514,0.449,0.353,0.746,44.8,23.2,14.7,6.5,4.2,-0.3,108.7,108.9,0.556,0,03/22/2019
1080,New York Knicks,Denver Nuggets,0.192,0.432,0.343,0.758,44.3,19.8,13.9,7.0,4.9,-9.1,104.3,113.1,0.528,0.69,0.469,0.358,0.756,47.3,28.1,13.7,7.8,4.6,5.3,113.3,108.0,0.563,0,03/22/2019
1081,Orlando Magic,Memphis Grizzlies,0.479,0.45,0.354,0.782,45.6,25.3,13.4,6.6,5.6,-0.1,107.0,107.1,0.546,0.403,0.452,0.339,0.768,42.2,24.4,14.5,8.5,5.7,-2.5,105.1,107.3,0.548,1,03/22/2019
